url,name,description,sku,price,category_id,images,weight,dimensions,material,color,stock,pdf,details
https://www.aarque.co.nz/shop/3910734-zund-r41-router-3mm-shaft-53317,ZUND R41 ROUTER 3MM SHAFT,,3910734,43.79,Zund Routing Bits,odoo-1fbbc.kxcdn.com/web/image/product.product/53295/image_1024/%5B3910734%5D%20ZUND%20R41%20ROUTER%203MM%20SHAFT?unique=0557a9a,,,,,,,"{'Item no.': '3910734', 'Recommended Materials': 'Acrylic', 'Routing Diameter': '2', 'Diameter of Shank': '3 mm', 'Routing Depth mm.': '6', 'Cutting Edges': '1', 'Max Rotation Speed': '80000', 'Tools': 'PN 150/450 W', 'Twist': 'Right-hand twist'}"
